ObjectId,Attribute,Order,Name1,Name2,Expression,Flag,LvExtra
-2147483172,5,,,"X7YZ_____2","SELECT tblEvaluee_Profiles.ProfileTitle, tblEvaluee_Profiles.Sort_Order
FROM tblEvaluee_Profiles
GROUP BY tblEvaluee_Profiles.ProfileTitle, tblEvaluee_Profiles.Sort_Order",,
-2147483172,11,,,,"Sort_Order",,
-2147483171,0,,,,,0,
-2147483171,255,,,,,,
-2147483171,5,,"tblEvaluee_Profiles",,,,
-2147483171,6,,,,"tblEvaluee_Profiles.PersonID",0,
-2147483171,6,,,,"tblEvaluee_Profiles.ProfileTitle",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Reasoning",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Math",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Language",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Spatial",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Form",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Clerical",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Motor",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Finger",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Manual",0,
-2147483171,6,,,,"tblEvaluee_Profiles.[Eye-Hand-Foot]",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Color",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Strength",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Climb_Balance",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Stoop_Kneel",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Reach_Handle",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Talk_Hear",0,
-2147483171,6,,,,"tblEvaluee_Profiles.See",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Out_In_Both",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Cold",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Heat",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Wet",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Vibrations",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Hazards",0,
-2147483171,6,,,,"tblEvaluee_Profiles.Dust_Fumes",0,
-2147483171,8,,,,"(((tblEvaluee_Profiles.PersonID)=forms!frmEvaluee_Profiles_Graph!txtPersonID) And ((tblEvaluee_Profiles.ProfileTitle)=forms!frmEvaluee_Profiles_Graph!cboSearchBy_Profile))",,
-2147483170,0,,,,,0,
-2147483170,255,,,,,,
-2147483170,1,,,,,1,
-2147483170,3,,,,,0,
-2147483170,5,,"tblEvaluee_Profiles",,,,
-2147483170,6,,,,"tblEvaluee_Profiles.PersonID",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Reasoning",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Math",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Language",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Spatial",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Form",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Clerical",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Motor",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Finger",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Manual",0,
-2147483170,6,,,,"tblEvaluee_Profiles.[Eye-Hand-Foot]",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Color",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Strength",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Climb_Balance",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Stoop_Kneel",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Reach_Handle",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Talk_Hear",0,
-2147483170,6,,,,"tblEvaluee_Profiles.See",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Out_In_Both",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Cold",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Heat",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Wet",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Vibrations",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Hazards",0,
-2147483170,6,,,,"tblEvaluee_Profiles.Dust_Fumes",0,
-2147483170,8,,,,"(((tblEvaluee_Profiles.PersonID)=[forms]![frmEvaluee_Profiles_Graph]![txtPersonID]))",,
-2147483169,0,,,,,0,
-2147483169,255,,,,,,
-2147483169,1,,,,,1,
-2147483169,3,,,,,0,
-2147483169,5,,"tblEvaluee_Profiles",,,,
-2147483169,5,,"tblPeople",,,,
-2147483169,6,,,,"tblEvaluee_Profiles.*",0,
-2147483169,6,,,,"tblPeople.EPA_Occupations",0,
-2147483169,6,,,,"tblPeople.EPA_Occupations_DAW",0,
-2147483169,6,,,,"tblPeople.EPA_Tests",0,
-2147483169,6,,,,"tblPeople.EPA_Tests_DAW",0,
-2147483169,6,,,,"tblPeople.EPA_Ratings",0,
-2147483169,6,,,,"tblPeople.EPA_Ratings_DAW",0,
-2147483169,6,,,,"tblPeople.EPA_Values",0,
-2147483169,6,,,,"tblPeople.EPA_VIPR_Test_Pairs",0,
-2147483169,6,,,,"tblPeople.Pre_Profile_Jobs",0,
-2147483169,6,,,,"tblPeople.Post_Profile_Jobs",0,
-2147483169,7,,"tblEvaluee_Profiles","tblPeople","tblEvaluee_Profiles.PersonID = tblPeople.PersonID",1,
-2147483169,11,,,,"tblEvaluee_Profiles.PersonID",,
-2147483169,11,,,,"tblEvaluee_Profiles.Sort_Order",,
-2147483169,11,,,,"tblEvaluee_Profiles.ProfileID_CONV",,
-2147483168,0,,,,,0,
-2147483168,255,,,,,,
-2147483168,1,,,,,4,
-2147483168,2,,"pPersonID",,,4,
-2147483168,2,,"pProfile",,,10,
-2147483168,2,,"pValue",,,6,
-2147483168,3,,,,,0,
-2147483168,5,,"tblEvaluee_Profiles",,,,
-2147483160,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483159,0,,,,,0,
-2147483159,255,,,,,,
-2147483159,1,,,,,4,
-2147483159,2,,"pPersonID",,,4,
-2147483159,2,,"pProfile",,,10,
-2147483159,2,,"pValue",,,6,
-2147483159,3,,,,,0,
-2147483159,5,,"tblEvaluee_Profiles",,,,
-2147483159,6,,,"tblEvaluee_Profiles.Cold","[pValue]",0,
-2147483159,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483158,0,,,,,0,
-2147483158,255,,,,,,
-2147483158,1,,,,,4,
-2147483158,2,,"pPersonID",,,4,
-2147483158,2,,"pProfile",,,10,
-2147483158,2,,"pValue",,,6,
-2147483158,3,,,,,0,
-2147483158,5,,"tblEvaluee_Profiles",,,,
-2147483158,6,,,"tblEvaluee_Profiles.Heat","[pValue]",0,
-2147483158,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483157,0,,,,,0,
-2147483157,255,,,,,,
-2147483157,1,,,,,4,
-2147483157,2,,"pPersonID",,,4,
-2147483157,2,,"pProfile",,,10,
-2147483157,2,,"pValue",,,6,
-2147483157,3,,,,,0,
-2147483157,5,,"tblEvaluee_Profiles",,,,
-2147483157,6,,,"tblEvaluee_Profiles.Wet","[pValue]",0,
-2147483157,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483156,0,,,,,0,
-2147483156,255,,,,,,
-2147483156,1,,,,,4,
-2147483156,2,,"pPersonID",,,4,
-2147483156,2,,"pProfile",,,10,
-2147483156,2,,"pValue",,,6,
-2147483156,3,,,,,0,
-2147483156,5,,"tblEvaluee_Profiles",,,,
-2147483156,6,,,"tblEvaluee_Profiles.Vibrations","[pValue]",0,
-2147483156,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483155,0,,,,,0,
-2147483155,255,,,,,,
-2147483155,1,,,,,4,
-2147483155,2,,"pPersonID",,,4,
-2147483155,2,,"pProfile",,,10,
-2147483155,2,,"pValue",,,6,
-2147483155,3,,,,,0,
-2147483155,5,,"tblEvaluee_Profiles",,,,
-2147483155,6,,,"tblEvaluee_Profiles.Hazards","[pValue]",0,
-2147483155,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483154,0,,,,,0,
-2147483154,255,,,,,,
-2147483154,1,,,,,4,
-2147483154,2,,"pPersonID",,,4,
-2147483154,2,,"pProfile",,,10,
-2147483154,2,,"pValue",,,6,
-2147483154,3,,,,,0,
-2147483154,5,,"tblEvaluee_Profiles",,,,
-2147483154,6,,,"tblEvaluee_Profiles.Dust_Fumes","[pValue]",0,
-2147483154,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483153,0,,,,,0,
-2147483153,255,,,,,,
-2147483153,1,,,,,4,
-2147483153,2,,"pPersonID",,,4,
-2147483153,2,,"pProfile",,,10,
-2147483153,2,,"pValue",,,6,
-2147483153,3,,,,,0,
-2147483153,5,,"tblEvaluee_Profiles",,,,
-2147483153,6,,,"tblEvaluee_Profiles.Language","[pValue]",0,
-2147483153,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483152,0,,,,,0,
-2147483152,255,,,,,,
-2147483152,1,,,,,4,
-2147483152,2,,"pPersonID",,,4,
-2147483152,2,,"pProfile",,,10,
-2147483152,2,,"pValue",,,6,
-2147483152,3,,,,,0,
-2147483152,5,,"tblEvaluee_Profiles",,,,
-2147483152,6,,,"tblEvaluee_Profiles.Math","[pValue]",0,
-2147483152,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483151,0,,,,,0,
-2147483151,255,,,,,,
-2147483151,1,,,,,4,
-2147483151,2,,"pPersonID",,,4,
-2147483151,2,,"pProfile",,,10,
-2147483151,2,,"pValue",,,6,
-2147483151,3,,,,,0,
-2147483151,5,,"tblEvaluee_Profiles",,,,
-2147483151,6,,,"tblEvaluee_Profiles.Reasoning","[pValue]",0,
-2147483151,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483150,0,,,,,0,
-2147483150,255,,,,,,
-2147483150,1,,,,,4,
-2147483150,2,,"pPersonID",,,4,
-2147483150,2,,"pProfile",,,10,
-2147483150,2,,"pValue",,,6,
-2147483150,3,,,,,0,
-2147483150,5,,"tblEvaluee_Profiles",,,,
-2147483150,6,,,"tblEvaluee_Profiles.Strength","[pValue]",0,
-2147483150,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483149,0,,,,,0,
-2147483149,255,,,,,,
-2147483149,1,,,,,4,
-2147483149,2,,"pPersonID",,,4,
-2147483149,2,,"pProfile",,,10,
-2147483149,2,,"pValue",,,6,
-2147483149,3,,,,,0,
-2147483149,5,,"tblEvaluee_Profiles",,,,
-2147483149,6,,,"tblEvaluee_Profiles.Climb_Balance","[pValue]",0,
-2147483149,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483148,0,,,,,0,
-2147483148,255,,,,,,
-2147483148,1,,,,,4,
-2147483148,2,,"pPersonID",,,4,
-2147483148,2,,"pProfile",,,10,
-2147483148,2,,"pValue",,,6,
-2147483148,3,,,,,0,
-2147483148,5,,"tblEvaluee_Profiles",,,,
-2147483148,6,,,"tblEvaluee_Profiles.Stoop_Kneel","[pValue]",0,
-2147483148,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483147,0,,,,,0,
-2147483147,255,,,,,,
-2147483147,1,,,,,4,
-2147483147,2,,"pPersonID",,,4,
-2147483147,2,,"pProfile",,,10,
-2147483147,2,,"pValue",,,6,
-2147483147,3,,,,,0,
-2147483147,5,,"tblEvaluee_Profiles",,,,
-2147483147,6,,,"tblEvaluee_Profiles.Reach_Handle","[pValue]",0,
-2147483147,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483146,0,,,,,0,
-2147483146,255,,,,,,
-2147483146,1,,,,,4,
-2147483146,2,,"pPersonID",,,4,
-2147483146,2,,"pProfile",,,10,
-2147483146,2,,"pValue",,,6,
-2147483146,3,,,,,0,
-2147483146,5,,"tblEvaluee_Profiles",,,,
-2147483146,6,,,"tblEvaluee_Profiles.Talk_Hear","[pValue]",0,
-2147483146,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483145,0,,,,,0,
-2147483145,255,,,,,,
-2147483145,1,,,,,4,
-2147483145,2,,"pPersonID",,,4,
-2147483145,2,,"pProfile",,,10,
-2147483145,2,,"pValue",,,6,
-2147483145,3,,,,,0,
-2147483145,5,,"tblEvaluee_Profiles",,,,
-2147483145,6,,,"tblEvaluee_Profiles.See","[pValue]",0,
-2147483145,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483144,0,,,,,0,
-2147483144,255,,,,,,
-2147483144,1,,,,,4,
-2147483144,2,,"pPersonID",,,4,
-2147483144,2,,"pProfile",,,10,
-2147483144,2,,"pValue",,,6,
-2147483144,3,,,,,0,
-2147483144,5,,"tblEvaluee_Profiles",,,,
-2147483144,6,,,"tblEvaluee_Profiles.Reasoning","[pValue]",0,
-2147483144,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483143,0,,,,,0,
-2147483143,255,,,,,,
-2147483143,1,,,,,1,
-2147483143,2,,"pPersonID",,,4,
-2147483143,2,,"pProfileTitle",,,10,
-2147483168,6,,,"tblEvaluee_Profiles.Color","[pValue]",0,
-2147483168,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483167,0,,,,,0,
-2147483167,255,,,,,,
-2147483167,1,,,,,4,
-2147483167,2,,"pPersonID",,,4,
-2147483167,2,,"pProfile",,,10,
-2147483167,2,,"pValue",,,6,
-2147483167,3,,,,,0,
-2147483167,5,,"tblEvaluee_Profiles",,,,
-2147483167,6,,,"tblEvaluee_Profiles.[Eye-Hand-Foot]","[pValue]",0,
-2147483167,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483166,0,,,,,0,
-2147483166,255,,,,,,
-2147483166,1,,,,,4,
-2147483166,2,,"pPersonID",,,4,
-2147483166,2,,"pProfile",,,10,
-2147483166,2,,"pValue",,,6,
-2147483166,3,,,,,0,
-2147483166,5,,"tblEvaluee_Profiles",,,,
-2147483166,6,,,"tblEvaluee_Profiles.Finger","[pValue]",0,
-2147483166,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483165,0,,,,,0,
-2147483165,255,,,,,,
-2147483165,1,,,,,4,
-2147483165,2,,"pPersonID",,,4,
-2147483165,2,,"pProfile",,,10,
-2147483165,2,,"pValue",,,6,
-2147483165,3,,,,,0,
-2147483165,5,,"tblEvaluee_Profiles",,,,
-2147483165,6,,,"tblEvaluee_Profiles.Motor","[pValue]",0,
-2147483165,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483164,0,,,,,0,
-2147483164,255,,,,,,
-2147483164,1,,,,,4,
-2147483164,2,,"pPersonID",,,4,
-2147483164,2,,"pProfile",,,10,
-2147483164,2,,"pValue",,,6,
-2147483164,3,,,,,0,
-2147483164,5,,"tblEvaluee_Profiles",,,,
-2147483164,6,,,"tblEvaluee_Profiles.Manual","[pValue]",0,
-2147483164,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483163,0,,,,,0,
-2147483163,255,,,,,,
-2147483163,1,,,,,4,
-2147483163,2,,"pPersonID",,,4,
-2147483163,2,,"pProfile",,,10,
-2147483163,2,,"pValue",,,6,
-2147483163,3,,,,,0,
-2147483163,5,,"tblEvaluee_Profiles",,,,
-2147483163,6,,,"tblEvaluee_Profiles.Form","[pValue]",0,
-2147483163,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483162,0,,,,,0,
-2147483162,255,,,,,,
-2147483162,1,,,,,4,
-2147483162,2,,"pPersonID",,,4,
-2147483162,2,,"pProfile",,,10,
-2147483162,2,,"pValue",,,6,
-2147483162,3,,,,,0,
-2147483162,5,,"tblEvaluee_Profiles",,,,
-2147483162,6,,,"tblEvaluee_Profiles.Clerical","[pValue]",0,
-2147483162,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483161,0,,,,,0,
-2147483161,255,,,,,,
-2147483161,1,,,,,4,
-2147483161,2,,"pPersonID",,,4,
-2147483161,2,,"pProfile",,,10,
-2147483161,2,,"pValue",,,6,
-2147483161,3,,,,,0,
-2147483161,5,,"tblEvaluee_Profiles",,,,
-2147483161,6,,,"tblEvaluee_Profiles.Spatial","[pValue]",0,
-2147483161,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfile]))",,
-2147483160,0,,,,,0,
-2147483160,255,,,,,,
-2147483160,1,,,,,4,
-2147483160,2,,"pPersonID",,,4,
-2147483160,2,,"pProfile",,,10,
-2147483160,2,,"pValue",,,6,
-2147483160,3,,,,,0,
-2147483160,5,,"tblEvaluee_Profiles",,,,
-2147483160,6,,,"tblEvaluee_Profiles.Out_In_Both","[pValue]",0,
-2147483143,3,,,,,0,
-2147483143,5,,"tblEvaluee_Profiles",,,,
-2147483143,6,,,,"tblEvaluee_Profiles.*",0,
-2147483143,8,,,,"(((tblEvaluee_Profiles.PersonID)=[pPersonID]) AND ((tblEvaluee_Profiles.ProfileTitle)=[pProfileTitle]))",,
-2147483143,11,,,,"tblEvaluee_Profiles.PersonID",,
-2147483142,0,,,,,0,
-2147483142,255,,,,,,
-2147483142,1,,,,,5,
-2147483142,2,,"pPersonID",,,4,
-2147483142,3,,,,,0,
-2147483142,5,,"tblEvaluee_Job_Bank",,,,
-2147483142,6,,,,"tblEvaluee_Job_Bank.PersonID",0,
-2147483142,6,,,,"tblEvaluee_Job_Bank.*",0,
-2147483142,8,,,,"(((tblEvaluee_Job_Bank.PersonID)=[pPersonID]))",,
-2147483141,0,,,,,0,
-2147483141,255,,,,,,
-2147483141,1,,,,,5,
-2147483141,2,,"pPersonID",,,4,
-2147483141,3,,,,,0,
-2147483141,5,,"tblEvaluee_Statistics",,,,
-2147483141,6,,,,"tblEvaluee_Statistics.PersonID",0,
-2147483141,6,,,,"tblEvaluee_Statistics.*",0,
-2147483141,8,,,,"(((tblEvaluee_Statistics.PersonID)=[pPersonID]))",,
-2147483140,0,,,,,0,
-2147483140,255,,,,,,
-2147483140,1,,,,,5,
-2147483140,2,,"pPersonID",,,4,
-2147483140,3,,,,,0,
-2147483140,5,,"tblEvaluee_Pre_Jobs",,,,
-2147483140,6,,,,"tblEvaluee_Pre_Jobs.*",0,
-2147483140,6,,,,"tblEvaluee_Pre_Jobs.PersonID",0,
-2147483140,8,,,,"(((tblEvaluee_Pre_Jobs.PersonID)=[pPersonID]))",,
-2147483139,0,,,,,0,
-2147483139,255,,,,,,
-2147483139,1,,,,,5,
-2147483139,2,,"pPersonID",,,4,
-2147483139,3,,,,,0,
-2147483139,5,,"tblEvaluee_Post_Jobs",,,,
-2147483139,6,,,,"tblEvaluee_Post_Jobs.*",0,
-2147483139,6,,,,"tblEvaluee_Post_Jobs.PersonID",0,
-2147483139,8,,,,"(((tblEvaluee_Post_Jobs.PersonID)=[pPersonID]))",,
-2147483138,0,,,,,0,
-2147483138,255,,,,,,
-2147483138,1,,"tblEvaluee_Job_Bank",,,3,
-2147483138,2,,"pCountryID",,,4,
-2147483138,2,,"pState",,,10,
-2147483138,2,,"pCountyNo",,,4,
-2147483138,2,,"pPersonID",,,4,
-2147483138,3,,,,,0,
-2147483138,5,,"tblJob_Bank",,,,
-2147483138,5,,"tblXLU_Occupations",,,,
-2147483138,6,,"PersonID","PersonID","[pPersonID]",0,
-2147483138,6,,,"CountryID","tblJob_Bank.CountryID",0,
-2147483138,6,,,"CountyNumber","tblJob_Bank.CountyNumber",0,
-2147483138,6,,,"State","tblJob_Bank.State",0,
-2147483138,6,,,"StateID","tblJob_Bank.StateID",0,
-2147483138,6,,,"Dot_Code","tblXLU_Occupations.Dot_Code",0,
-2147483138,6,,,"Title","tblXLU_Occupations.Title",0,
-2147483138,6,,,"Doc_No","tblXLU_Occupations.Doc_No",0,
-2147483138,6,,,"JOBCAT","tblXLU_Occupations.JOBCAT",0,
-2147483138,6,,,"Ind1","tblXLU_Occupations.Ind1",0,
-2147483138,6,,,"Ind2","tblXLU_Occupations.Ind2",0,
-2147483138,6,,,"Ind3","tblXLU_Occupations.Ind3",0,
-2147483138,6,,,"Ind4","tblXLU_Occupations.Ind4",0,
-2147483138,6,,,"GOE","tblXLU_Occupations.GOE",0,
-2147483138,6,,,"SIC","tblXLU_Occupations.SIC",0,
-2147483138,6,,,"SOC","tblXLU_Occupations.SOC",0,
-2147483138,6,,,"WF1","tblXLU_Occupations.WF1",0,
-2147483138,6,,,"WF2","tblXLU_Occupations.WF2",0,
-2147483138,6,,,"WF3","tblXLU_Occupations.WF3",0,
-2147483138,6,,,"MPSMS1","tblXLU_Occupations.MPSMS1",0,
-2147483138,6,,,"MPSMS2","tblXLU_Occupations.MPSMS2",0,
-2147483138,6,,,"MPSMS3","tblXLU_Occupations.MPSMS3",0,
-2147483138,6,,,"DefnType","tblXLU_Occupations.DefnType",0,
-2147483138,6,,,"Update","tblXLU_Occupations.Update",0,
-2147483138,6,,,"VQ","tblXLU_Occupations.VQ",0,
-2147483138,6,,,"Data","tblXLU_Occupations.Data",0,
-2147483138,6,,,"People","tblXLU_Occupations.People",0,
-2147483138,6,,,"Things","tblXLU_Occupations.Things",0,
-2147483138,6,,,"GEDR1","tblXLU_Occupations.GEDR1",0,
-2147483138,6,,,"GEDM1","tblXLU_Occupations.GEDM1",0,
-2147483138,6,,,"GEDL1","tblXLU_Occupations.GEDL1",0,
-2147483138,6,,,"SVP1","tblXLU_Occupations.SVP1",0,
-2147483138,6,,,"APTG1","tblXLU_Occupations.APTG1",0,
-2147483138,6,,,"APTV1","tblXLU_Occupations.APTV1",0,
-2147483138,6,,,"APTN1","tblXLU_Occupations.APTN1",0,
-2147483138,6,,,"APTS1","tblXLU_Occupations.APTS1",0,
-2147483138,6,,,"APTP1","tblXLU_Occupations.APTP1",0,
-2147483138,6,,,"APTQ1","tblXLU_Occupations.APTQ1",0,
-2147483138,6,,,"APTK1","tblXLU_Occupations.APTK1",0,
-2147483138,6,,,"APTF1","tblXLU_Occupations.APTF1",0,
-2147483138,6,,,"APTM1","tblXLU_Occupations.APTM1",0,
-2147483138,6,,,"APTE1","tblXLU_Occupations.APTE1",0,
-2147483138,6,,,"APTC1","tblXLU_Occupations.APTC1",0,
-2147483138,6,,,"PD11","tblXLU_Occupations.PD11",0,
-2147483138,6,,,"PD21","tblXLU_Occupations.PD21",0,
-2147483138,6,,,"PD31","tblXLU_Occupations.PD31",0,
-2147483138,6,,,"PD41","tblXLU_Occupations.PD41",0,
-2147483138,6,,,"PD51","tblXLU_Occupations.PD51",0,
-2147483138,6,,,"PD61","tblXLU_Occupations.PD61",0,
-2147483138,6,,,"EC11","tblXLU_Occupations.EC11",0,
-2147483138,6,,,"EC21","tblXLU_Occupations.EC21",0,
-2147483138,6,,,"EC31","tblXLU_Occupations.EC31",0,
-2147483138,6,,,"EC41","tblXLU_Occupations.EC41",0,
-2147483138,6,,,"EC51","tblXLU_Occupations.EC51",0,
-2147483138,6,,,"EC61","tblXLU_Occupations.EC61",0,
-2147483138,6,,,"EC71","tblXLU_Occupations.EC71",0,
-2147483138,6,,,"Zone1","tblXLU_Occupations.Zone1",0,
-2147483138,6,,,"Survcdnw","tblXLU_Occupations.Survcdnw",0,
-2147483138,6,,,"A01LV00M","tblXLU_Occupations.A01LV00M",0,
-2147483138,6,,,"A02LV00M","tblXLU_Occupations.A02LV00M",0,
-2147483138,6,,,"A03LV00M","tblXLU_Occupations.A03LV00M",0,
-2147483138,6,,,"A04LV00M","tblXLU_Occupations.A04LV00M",0,
-2147483138,6,,,"A05LV00M","tblXLU_Occupations.A05LV00M",0,
-2147483138,6,,,"A06LV00M","tblXLU_Occupations.A06LV00M",0,
-2147483138,6,,,"A07LV00M","tblXLU_Occupations.A07LV00M",0,
-2147483138,6,,,"A08LV00M","tblXLU_Occupations.A08LV00M",0,
-2147483138,6,,,"A09LV00M","tblXLU_Occupations.A09LV00M",0,
-2147483138,6,,,"A10LV00M","tblXLU_Occupations.A10LV00M",0,
-2147483138,6,,,"A11LV00M","tblXLU_Occupations.A11LV00M",0,
-2147483138,6,,,"A12LV00M","tblXLU_Occupations.A12LV00M",0,
-2147483138,6,,,"A13LV00M","tblXLU_Occupations.A13LV00M",0,
-2147483138,6,,,"A14LV00M","tblXLU_Occupations.A14LV00M",0,
-2147483138,6,,,"A15LV00M","tblXLU_Occupations.A15LV00M",0,
-2147483138,6,,,"A16LV00M","tblXLU_Occupations.A16LV00M",0,
-2147483138,6,,,"A17LV00M","tblXLU_Occupations.A17LV00M",0,
-2147483138,6,,,"A18LV00M","tblXLU_Occupations.A18LV00M",0,
-2147483138,6,,,"A19LV00M","tblXLU_Occupations.A19LV00M",0,
-2147483138,6,,,"A20LV00M","tblXLU_Occupations.A20LV00M",0,
-2147483138,6,,,"A21LV00M","tblXLU_Occupations.A21LV00M",0,
-2147483138,6,,,"A22LV00M","tblXLU_Occupations.A22LV00M",0,
-2147483138,6,,,"A23LV00M","tblXLU_Occupations.A23LV00M",0,
-2147483138,6,,,"A24LV00M","tblXLU_Occupations.A24LV00M",0,
-2147483138,6,,,"A25LV00M","tblXLU_Occupations.A25LV00M",0,
-2147483138,6,,,"A26LV00M","tblXLU_Occupations.A26LV00M",0,
-2147483138,6,,,"A27LV00M","tblXLU_Occupations.A27LV00M",0,
-2147483138,6,,,"A28LV00M","tblXLU_Occupations.A28LV00M",0,
-2147483138,6,,,"A29LV00M","tblXLU_Occupations.A29LV00M",0,
-2147483138,6,,,"A30LV00M","tblXLU_Occupations.A30LV00M",0,
-2147483138,6,,,"A31LV00M","tblXLU_Occupations.A31LV00M",0,
-2147483138,6,,,"A32LV00M","tblXLU_Occupations.A32LV00M",0,
